Model_Type,Sample_Rate,File_Name,pesq,stoi
44khz,44100,0016.wav,3.931581497192383,0.9166777129179822
44khz,44100,0016.wav,3.4946775436401367,0.8781728757967054
44khz,44100,0016.wav,3.2293617725372314,0.7631698904731372
44khz,44100,0016.wav,4.118879318237305,1e-05
44khz,44100,0016.wav,3.979372978210449,0.9402008623047658
44khz,44100,0016.wav,4.037802696228027,0.9635168607617556
44khz,44100,0016.wav,3.976348638534546,0.9604891346804538
44khz,44100,0016.wav,4.030837535858154,0.9265542060102758
44khz,44100,0016.wav,3.804344415664673,0.9630524835044539
44khz,44100,0016.wav,3.9912681579589844,0.8503169995097793
44khz,44100,0016.wav,3.7803637981414795,0.9088014472194461
44khz,44100,0016.wav,3.8708808422088623,0.9536179096836714
44khz,44100,0016.wav,4.133277416229248,0.8924458127585363
44khz,44100,0016.wav,4.179117679595947,0.9510506004950469
44khz,44100,0016.wav,4.164860725402832,0.9282473325602943
44khz,44100,0016.wav,3.7066571712493896,0.8436692341828731
44khz,44100,0016.wav,3.9191527366638184,0.8865661509447367
44khz,44100,0016.wav,3.962061643600464,0.9174031500211047
44khz,44100,0016.wav,4.157946586608887,0.9613063661268015
44khz,44100,0016.wav,4.046472072601318,0.9736114830405805
44khz,44100,0016.wav,3.3213024139404297,0.8944154682147177
44khz,44100,0016.wav,3.919520616531372,0.9306759375944602
44khz,44100,0016.wav,4.186838626861572,0.8814373682771353
44khz,44100,0016.wav,3.5688705444335938,0.8942434914056877
44khz,44100,0016.wav,3.7520086765289307,0.8523050243508745
44khz,44100,0016.wav,3.4348835945129395,0.90960603797819
44khz,44100,0016.wav,3.8974642753601074,0.9455186799916573
44khz,44100,0016.wav,3.9539506435394287,0.9325382630670088
44khz,44100,0016.wav,3.98703932762146,0.9503205588981475
44khz,44100,0016.wav,3.9101672172546387,0.9186632735119218
44khz,44100,0016.wav,3.9848792552948,0.8864497828022804
44khz,44100,0016.wav,3.964195728302002,0.8925089358771764
44khz,44100,0016.wav,4.126354694366455,0.8325026291491054
44khz,44100,0016.wav,4.243194580078125,0.9764291517497738
44khz,44100,0016.wav,3.8484346866607666,0.8654455623526262
44khz,44100,0016.wav,3.7577686309814453,0.9426964031687686
44khz,44100,0016.wav,3.7981441020965576,0.9105426833010909
44khz,44100,0016.wav,4.01188850402832,0.938422526497451
44khz,44100,0016.wav,3.9153754711151123,0.9114302817978538
44khz,44100,0016.wav,3.7242038249969482,0.929756900718157
44khz,44100,0016.wav,3.856867551803589,0.9001737611464815
44khz,44100,0016.wav,4.09187126159668,0.8864237518828786
44khz,44100,0016.wav,4.099970817565918,0.928841183045164
44khz,44100,0016.wav,3.861339569091797,0.9208164018047726
44khz,44100,0016.wav,3.578223943710327,0.8808573722131517
44khz,44100,0016.wav,3.9696481227874756,0.8792340746919336
44khz,44100,0016.wav,4.214407444000244,0.8688634557223431
44khz,44100,0016.wav,3.0717217922210693,0.8931467886664988
44khz,44100,0016.wav,4.0601725578308105,0.8833931847845449
44khz,44100,0016.wav,3.3788259029388428,0.9203037400720139
44khz,44100,0016.wav,3.9044249057769775,0.9045753969314857
44khz,44100,0016.wav,3.9336392879486084,0.8609328382594742
44khz,44100,0016.wav,3.9367659091949463,0.8402053639235025
44khz,44100,0016.wav,3.672393321990967,0.8661773095027225
44khz,44100,0016.wav,3.9695687294006348,0.9171128541491387
44khz,44100,0016.wav,3.918980836868286,0.8823966553743489
44khz,44100,0016.wav,3.1717402935028076,0.9034151036342749
44khz,44100,0016.wav,3.995502471923828,0.8526134582041902
44khz,44100,0016.wav,3.7406349182128906,0.8872705271759561
44khz,44100,0016.wav,3.8399040699005127,0.8590942291918676
44khz,44100,0016.wav,3.9304213523864746,0.9613130654320213
44khz,44100,0016.wav,3.580965518951416,0.9283773107125635
44khz,44100,0016.wav,3.3521554470062256,0.9197625439615627
44khz,44100,0016.wav,3.9277727603912354,0.8136633343168908
44khz,44100,0016.wav,4.062759876251221,0.8796125331781175
44khz,44100,0016.wav,4.103994846343994,0.8969259158177705
44khz,44100,0016.wav,3.926889657974243,0.965502797607489
44khz,44100,0016.wav,4.00083065032959,0.8622609349657181
44khz,44100,0016.wav,4.1999945640563965,0.9276353768238144
44khz,44100,0016.wav,2.995246648788452,0.9740595040617313
44khz,44100,0016.wav,3.687070608139038,0.9271697642190874
44khz,44100,0016.wav,4.082202911376953,0.9667374396985465
44khz,44100,0016.wav,3.8396241664886475,0.943615300700975
44khz,44100,0016.wav,4.107273578643799,0.9746855728075634
44khz,44100,0016.wav,3.894623279571533,0.9394410127584145
44khz,44100,0016.wav,4.1334147453308105,0.9375437206724235
44khz,44100,0016.wav,1.9942541122436523,0.7381769244874994
44khz,44100,0016.wav,3.999826431274414,0.8283013692096874
44khz,44100,0016.wav,3.9958980083465576,0.961989484984468
44khz,44100,0016.wav,3.8685810565948486,0.9595076680022464
44khz,44100,0016.wav,3.8011860847473145,0.9120107477343866
44khz,44100,0016.wav,3.8939645290374756,0.8353674316345278
